,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
158,611,4935,Corene Hyatt Sr,Mr,Male,1,Married,27,12/30/2019,4/30/2022,Inactive,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1971
159,614,4817,Laurence Hamill,Mr,Male,1,Married,7,7/1/2019,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1946
160,615,4580,Mr Wilfredo Schmidt DVM,Mr,Male,1,Married,33,2/26/2019,10/31/2021,Inactive,10/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,0
161,616,4827,Charlotte Bauch,Mr,Male,3,Single,8,7/24/2019,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993
162,617,4684,Marcelo Lubowitz II,Mr,Male,5,Single,33,4/23/2019,9/29/2020,Inactive,9/29/2020,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,1994
163,618,4829,Fermin Medhurst,Mr,Male,1,Married,64,7/24/2019,2/26/2022,Inactive,2/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1984
164,619,4831,Jamie Ortiz,Mr,Male,1,Single,27,7/23/2019,7/30/2021,Inactive,7/30/2021,1333,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991
165,620,4832,Jacky Luettgen,Mr,Male,1,Single,27,7/23/2019,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993
166,621,4810,Prof Vinnie Waelchi,Mr,Male,1,Single,8,7/1/2019,11/30/2021,Inactive,11/30/2021,1538,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987
167,622,4862,Demetris Heaney,Mr,Male,1,Single,36,9/15/2019,11/23/2020,Inactive,11/23/2020,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1990
168,624,4863,Justina Tillman,Mr,Male,1,Single,108,9/15/2019,\N,Active,\N,624,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1992
169,625,3950,Mr Giovani Schimmel,Mr,Male,1,Married,6,6/2/2018,2/12/2021,Inactive,2/12/2021,625,\N,Staff,Contarct Basis,Buddhist,Project Manager,1965
170,626,4864,Ricardo Fadel,Ms,Female,1,Single,48,8/26/2019,10/25/2021,Inactive,10/25/2021,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993
171,627,4865,Anita Sporer IV,Mr,Male,1,Single,22,9/2/2019,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990
172,628,4867,Clifton Kerluke,Mr,Male,1,Married,6,9/12/2019,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1981
173,629,4868,Prof Newell Ondricka V,Mr,Male,1,Single,48,9/16/2019,4/30/2022,Inactive,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993
174,630,4869,John Halvorson,Mr,Male,1,Single,27,8/22/2019,4/30/2021,Inactive,4/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1989
175,631,4427,Khalid Lockman I,Mr,Male,1,Single,33,12/26/2018,10/31/2020,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1992
176,633,4815,Opal Yundt,Mr,Male,1,Married,33,7/8/2019,8/30/2020,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1990
177,634,4871,Garrison Steuber,Mr,Male,1,Married,64,9/1/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1971
178,635,4873,Laurianne Adams,Mr,Male,3,Single,27,9/16/2019,11/30/2020,Inactive,11/30/2020,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1996
179,636,4876,Mr Cooper Hills,Mr,Male,3,Single,36,9/16/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994
180,638,4883,Prof Alfreda Mills Jr,Mr,Male,1,Married,22,9/26/2019,9/17/2020,Inactive,9/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989
181,639,4884,Jeramie Simonis,Mr,Male,3,Single,22,10/14/2019,10/10/2022,Inactive,10/10/2022,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1989
182,640,4885,Oral Marks,Mr,Male,1,Married,8,9/26/2019,6/30/2020,Inactive,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1966
183,641,4887,Jaime Paucek,Mr,Male,1,Married,22,10/1/2019,7/31/2020,Inactive,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987
184,642,4893,Ashlynn Balistreri,Mr,Male,3,Married,7,10/10/2019,4/30/2021,Inactive,4/30/2021,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,1952
185,643,4894,Ima Jast,Mr,Male,3,Married,22,6/29/2019,10/15/2020,Inactive,10/15/2020,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1985
186,644,4897,Prof Nannie Cole,Mr,Male,1,Single,8,10/21/2019,5/14/2022,Inactive,5/14/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1996
187,645,4903,Dedric Steuber,Mr,Male,3,Single,33,10/28/2019,1/23/2022,Inactive,1/23/2022,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987
188,646,4909,Hollie Rath,Mr,Male,3,Married,36,11/6/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1987
189,649,4914,Nolan Cronin Jr,Mr,Male,4,Married,6,11/18/2019,11/17/2020,Inactive,11/17/2020,649,\N,Staff,Contarct Basis,Catholic,Project Manager,1971
190,650,4916,Tate Hackett,Mr,Male,1,Married,64,11/19/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1968
191,651,4918,Wayne Hartmann,Mr,Male,3,Married,6,11/20/2019,11/20/2020,Inactive,11/20/2020,651,\N,Staff,Contarct Basis,Hindu,Project Manager,1969
192,652,4919,Oma McGlynn,Mr,Male,3,Married,33,11/20/2019,10/10/2020,Inactive,10/10/2020,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987
193,653,4920,Aleen Kub IV,Mr,Male,1,Married,7,11/25/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1976
194,654,4922,Rogelio Wyman,Mr,Male,1,Married,64,11/20/2019,7/31/2020,Inactive,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1969
195,655,4923,Bernardo Roberts,Mr,Male,1,Single,54,11/22/2019,3/14/2020,Inactive,3/14/2020,\N,\N,Staff,Contarct Basis,Buddhist,Lab Technician,1981
196,656,4924,Jayde Gaylord DDS,Mr,Male,1,Married,35,11/25/2019,9/7/2021,Inactive,9/7/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1992
197,658,4928,Clarabelle Smitham,Mr,Male,1,Married,8,12/2/2019,9/30/2020,Inactive,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
198,659,326,Missouri Satterfield,Mr,Male,3,Married,8,11/28/2005,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1981
199,660,4420,Mikel Rutherford,Mr,Male,1,Married,102,12/1/2018,8/22/2020,Inactive,8/22/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,1978
200,662,4692,Bettie Rowe,Mr,Male,1,Single,39,1/4/2019,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer-Trainee,1993
201,663,4720,Sarina Christiansen,Mr,Male,1,Single,7,5/2/2019,7/21/2020,Inactive,7/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1993
202,664,4820,Dr Jazmyne Farrell MD,Mr,Male,1,Married,8,7/15/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
203,665,3957,Toy Toy,Mr,Male,1,Single,7,6/18/2018,8/30/2020,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1994
204,666,4345,Annamarie Cartwright,Mr,Male,1,Married,80,10/17/2018,2/29/2020,Inactive,2/29/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1985
205,667,4768,Stanley Zulauf,Mr,Male,1,Married,6,6/3/2019,10/21/2021,Inactive,10/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1983
206,668,2971,Hobart Stracke,Mr,Male,1,Single,36,3/20/2017,8/8/2021,Inactive,8/8/2021,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1986
207,670,4858,Mrs Shanna Pagac,Mr,Male,1,Married,22,9/12/2019,9/28/2020,Inactive,9/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987
208,671,4688,Karen Sipes,Mr,Male,3,Single,6,5/15/2019,8/12/2021,Inactive,8/12/2021,\N,\N,Staff,Contarct Basis,Hindu,Project Manager,1991
209,672,4907,Dr Megane Stoltenberg,Mr,Male,5,Married,24,11/1/2019,7/6/2020,Inactive,7/6/2020,\N,\N,Staff,Contarct Basis,Muslim,Driver,1976
210,673,4915,Thurman Greenfelder,Mr,Male,5,Married,73,11/18/2019,\N,Active,\N,673,\N,Staff,Contarct Basis,Muslim,Resident Engineer,1978
211,674,2776,Lionel Hettinger,Mr,Male,1,Married,48,11/29/2016,9/30/2020,Inactive,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,0
212,675,3620,Elian Oberbrunner,Mr,Male,1,Married,37,12/16/2017,9/15/2020,Inactive,9/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1980
213,676,4708,Loraine Schmeler,Mr,Male,1,Single,31,4/22/2019,4/30/2020,Inactive,4/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
214,677,3930,Manuel Rau,Mr,Male,1,Married,55,1/1/2019,6/30/2021,Inactive,6/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1976
215,678,3933,Prof Barney Carroll Sr,Mr,Male,1,Single,31,1/1/2019,12/28/2020,Inactive,12/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
216,680,4510,Prof Rowena Skiles,Mr,Male,1,Married,31,1/1/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
217,682,169036,Oleta Schroeder,Mr,Male,1,Married,31,12/6/2020,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955
218,683,4516,America Haley,Mr,Male,1,Married,55,1/1/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1991
219,684,55,Nathen Langosh MD,Mr,Male,1,Married,22,6/25/1998,1/16/2021,Inactive,1/16/2021,\N,\N,Staff,Permanant,Buddhist,Technical Officer,1978
220,685,4521,Mr Efren Langworth Jr,Mr,Male,1,Married,31,1/1/2019,11/28/2020,Inactive,11/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
221,686,4537,Lacey Paucek,Mr,Male,1,Married,31,2/1/2019,9/30/2020,Inactive,9/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954
222,689,4776,Mrs Bessie Schultz,Mr,Male,1,Married,99,6/24/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1959
223,690,4777,Miss Wanda Bayer,Mr,Male,1,Married,7,6/24/2019,2/10/2022,Inactive,2/10/2022,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1974
224,691,4813,Irving Paucek,Mr,Male,1,Single,22,3/7/2019,12/30/2020,Inactive,12/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
225,692,4857,Dr Marion Borer,Mr,Male,1,Married,6,1/8/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1987
226,693,50016,Prof Sienna Quigley,Mr,Male,1,Married,99,3/10/2019,4/2/2020,Inactive,4/2/2020,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1955
227,695,4615,Chanel Spencer,Mr,Male,1,Married,31,2/1/2019,11/25/2020,Inactive,11/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965
228,697,4742,Cletus Bayer Sr,Mr,Male,1,Married,31,5/1/2019,8/31/2021,Inactive,8/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
229,698,4977,Dr Dashawn Bailey,Mr,Male,1,Married,122,6/1/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1958
230,699,2815,Weston Prohaska III,Mr,Male,1,Married,22,12/22/2016,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986
231,700,70087,Alejandra Kreiger,Mr,Male,1,Single,122,9/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1991
232,701,5150,Prof Marlin Adams,Mr,Male,1,Single,31,1/1/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
233,702,75127,Fausto Konopelski,Mr,Male,1,Married,122,10/9/2019,11/22/2020,Inactive,11/22/2020,\N,\N,Labour,Contarct Basis,Buddhist,Security,1961
234,703,75128,Cali Jacobson,Mr,Male,1,Married,122,10/10/2019,3/30/2021,Inactive,3/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Security,1981
235,709,3952,Leif Konopelski,Miss,Male,1,Single,48,6/1/2018,2/24/2022,Inactive,2/24/2022,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994
236,710,5020,Prof Norma Osinski MD,Mr,Male,1,Single,31,1/8/2020,11/24/2020,Inactive,11/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
237,711,4341,Brandt Satterfield,Mr,Male,1,Married,24,10/10/2018,6/10/2020,Inactive,6/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1972
238,712,4398,Hope White,Mr,Male,5,Single,65,11/12/2018,6/30/2022,Inactive,6/30/2022,\N,\N,Staff,Contarct Basis,Muslim,Design Engineer,1994
239,713,4574,Wilburn Gleason,Mr,Male,1,Single,86,2/25/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,QA/QC Engineer,1993
240,715,4723,Dr Ward Pagac,Mr,Male,1,Single,33,6/10/2019,10/18/2021,Inactive,10/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1992
241,716,50000,Prof Vickie Oberbrunner I,Mr,Male,3,Married,6,4/1/2020,12/12/2020,Inactive,12/12/2020,716,\N,Staff,Contarct Basis,Hindu,Project Manager,1962
242,717,50004,Mrs Veronica Ziemann,Miss,Female,1,Single,125,7/10/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993
243,719,5056,Emilio Lebsack,Mr,Male,1,Married,31,2/2/2020,3/30/2021,Inactive,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
244,718,50005,Dr Jessy Schmidt,Miss,Female,1,Single,125,7/3/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1996
245,720,50009,Danial Hyatt,Miss,Female,1,Single,125,5/14/2018,9/4/2020,Inactive,9/4/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993
246,721,5057,Alexandro Marvin DDS,Mr,Male,1,Married,31,2/3/2020,12/19/2020,Inactive,12/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967
247,724,4937,Clementine Lehner,Miss,Female,1,Married,22,1/1/2020,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970
248,726,4947,Ramiro Leffler,Mr,Male,1,Married,24,2/7/2020,8/30/2020,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1978
249,728,4944,Dr Candelario Douglas Jr,Mr,Male,1,Married,22,2/6/2020,5/10/2021,Inactive,5/10/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
250,729,169011,Miss Allison Tillman,Mr,Male,1,Married,124,3/2/2020,6/24/2020,Inactive,6/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1964
251,730,3878,Katarina Wintheiser,Mr,Male,5,Single,27,4/18/2018,12/31/2020,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Muslim,Supervisor,1993
252,731,4400,Letha Gleason,Mr,Male,1,Single,51,11/12/2018,3/22/2021,Inactive,3/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Helper - JCB,2000
253,733,4431,Katrina Effertz,Mr,Male,1,Married,80,1/1/2019,7/18/2020,Inactive,7/18/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1985
254,734,4771,Dorcas Wuckert,Mr,Male,3,Married,33,6/12/2019,2/25/2021,Inactive,2/25/2021,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987
255,735,4952,Miss Chanelle Corkery I,Mr,Male,3,Single,36,2/24/2020,7/17/2021,Inactive,7/17/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1991
256,736,1073,Benjamin Cronin,Mr,Male,1,Married,8,6/7/2010,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987
257,737,4925,Herminia Feest,Mr,Male,1,Married,64,11/26/2019,9/15/2020,Inactive,9/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976
258,738,194050,Shakira Wiegand,Mr,Male,1,Married,1,1/1/2021,9/30/2021,Inactive,9/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1978
259,739,4709,Jadyn Lang,Mr,Male,1,Married,31,4/2/2019,9/2/2021,Inactive,9/2/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
260,740,4710,Dr Jackie Schumm I,Mr,Male,1,Married,31,4/2/2019,3/24/2021,Inactive,3/24/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
261,741,70006,Precious Kemmer,Mr,Male,1,Single,31,6/1/2020,6/28/2022,Inactive,6/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
262,742,194054,Josie Gutkowski,Mr,Male,1,Married,31,12/26/2020,2/27/2021,Inactive,2/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
263,743,194055,Prof Bertha Emard Sr,Mr,Male,1,Married,31,12/15/2020,2/25/2021,Inactive,2/25/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
264,744,194028,Shanny Kohler MD,Mr,Male,1,Married,1,9/7/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1975
265,747,2924,Craig Gutmann,Mr,Male,1,Single,7,2/1/2017,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1994
266,749,75099,Miss Frances Barton IV,Mr,Male,1,Married,135,10/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Wacher,1951
267,750,75231,Dallin Feeney,Mr,Male,1,Married,37,12/8/2019,8/31/2020,Inactive,8/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Driver-Tractor,1958
268,751,194001,Kristina Bahringer,Mr,Male,1,Married,43,1/4/2020,4/24/2020,Inactive,4/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1978
269,752,194003,Mr German Spinka DDS,Mr,Male,1,Single,31,2/5/2020,3/17/2020,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
270,753,661,Dr Marco Casper,Mr,Male,1,Married,102,5/14/2007,2/28/2020,Inactive,2/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,1963
271,754,4437,Herman Cronin,Mr,Male,1,Single,31,1/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
272,755,4622,Lorine Grimes,Mr,Male,1,Married,31,2/27/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
273,756,182001,Adah Tromp,Mr,Male,3,Married,123,1/1/2020,3/21/2020,Inactive,3/21/2020,\N,\N,Labour,Contarct Basis,Hindu,Carpenter,0
274,757,5013,Lisa Jaskolski,Mr,Male,1,Married,123,7/1/2020,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Carpenter,0
275,758,182004,Leon Trantow,Ms,Female,1,Married,29,2/1/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Cook,0
276,760,179022,Myrtle Hammes,Mr,Male,1,Married,30,12/7/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1967
277,761,4974,Vanessa Tremblay IV,Mr,Male,1,Single,38,6/1/2020,5/17/2022,Inactive,5/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1993
278,762,70028,Hulda Leannon III,Mr,Male,1,Married,134,7/1/2019,12/19/2020,Inactive,12/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1952
279,764,75232,Nelson Considine,Mr,Male,1,Single,31,12/28/2019,3/19/2020,Inactive,3/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
280,765,75233,Prof Garret Blanda I,Mr,Male,1,Single,31,12/28/2019,3/19/2020,Inactive,3/19/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
281,767,5022,Sierra Marks,Mr,Male,1,Married,31,1/22/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
282,770,191001,Elenor Nitzsche,Mr,Male,1,Married,31,2/12/2020,7/21/2020,Inactive,7/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964
283,772,3977,Theron Nader,Mr,Male,3,Single,31,1/1/2020,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,0
284,776,75008,Ms Trisha Barrows DVM,Mr,Male,1,Single,55,10/28/2019,12/12/2020,Inactive,12/12/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1997
285,777,196039,Evert Christiansen,Mr,Male,1,Single,31,8/14/2020,9/22/2020,Inactive,9/22/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
286,778,4989,Rosina Feil DVM,Mr,Male,1,Married,31,6/1/2020,6/8/2022,Inactive,6/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961
287,780,75230,Jean Stanton,Mr,Male,1,Single,31,12/20/2019,9/9/2020,Inactive,9/9/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
288,781,3980,Janessa Powlowski,Mr,Male,4,Married,31,1/1/2019,3/20/2022,Inactive,3/20/2022,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1990
289,782,5288,Dr Amara Leffler,Mr,Male,4,Single,31,3/11/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,2000
290,783,4187,Kassandra Gerlach,Mr,Male,3,Single,31,1/1/2019,1/9/2022,Inactive,1/9/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2000
291,784,4189,Dale Kuhn,Mr,Male,3,Married,31,1/1/2019,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1954
292,785,4277,Dr Garth Gerlach,Mr,Male,3,Married,31,1/1/2019,3/7/2020,Inactive,3/7/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,0
293,788,4291,Mr Garrett Bernier,Mr,Male,4,Married,31,1/1/2019,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1961
294,789,4372,Alexandrea Cormier V,Mr,Male,3,Single,31,1/1/2019,3/6/2020,Inactive,3/6/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996
295,791,4593,Porter Renner,Mr,Male,4,Single,31,2/1/2019,2/28/2021,Inactive,2/28/2021,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,2000
296,794,70036,Jennyfer Waelchi III,Mr,Male,4,Married,31,7/1/2019,12/31/2019,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966
297,796,4805,Gustave Balistreri Sr,Mr,Male,3,Single,31,6/1/2019,7/31/2020,Inactive,7/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995
298,798,4443,Wilfrid Smitham,Mr,Male,1,Married,31,12/15/2018,8/20/2021,Inactive,8/20/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
299,799,4444,Gage Deckow III,Mr,Male,1,Married,31,1/1/2019,7/31/2020,Inactive,7/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
300,801,4506,Amber Mitchell,Mr,Male,1,Single,31,9/1/2019,9/21/2021,Inactive,9/21/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
301,802,4786,Dr Cristal Collier Jr,Mr,Male,1,Married,1,6/1/2019,7/26/2020,Inactive,7/26/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1980
302,803,75112,Mozell Cremin,Mr,Male,1,Married,31,10/27/2019,5/21/2020,Inactive,5/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
303,805,5171,Dave DuBuque DDS,Mr,Male,1,Married,31,2/1/2021,4/22/2021,Inactive,4/22/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
304,806,5172,Pinkie Harber,Mr,Male,1,Single,31,2/1/2021,4/22/2021,Inactive,4/22/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
305,808,4972,Katelyn Mitchell,Mr,Male,3,Single,122,6/1/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Security,1985
306,809,4973,Libbie Price PhD,Mr,Male,3,Married,31,7/1/2019,10/9/2022,Inactive,10/9/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1978
307,810,5140,Elza Bode,Mr,Male,3,Married,31,7/1/2019,8/20/2021,Inactive,8/20/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1960
308,811,70021,Miss Libby Dibbert,Mr,Male,4,Married,31,7/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966
309,812,70022,Sarina Weber,Mr,Male,4,Married,1,7/1/2019,6/13/2020,Inactive,6/13/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1992
310,813,199061,Sherwood Padberg,Mr,Male,1,Married,30,12/10/2020,12/24/2021,Inactive,12/24/2021,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1975
311,814,70041,Dr Noble Bruen,Mr,Male,3,Married,122,7/1/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Security,1981
